round_name,round_type,system,bow_type,bow_group,spot_type,score,handicap
Windsor 50,outdoor,imperial,recurve,non-compound,,972,8
Windsor 50,outdoor,imperial,compound,compound,,972,8
Windsor 40,outdoor,imperial,recurve,non-compound,,972,8
Windsor 40,outdoor,imperial,compound,compound,,972,8
Windsor 30,outdoor,imperial,recurve,non-compound,,972,8
Windsor 30,outdoor,imperial,compound,compound,,972,8
New Western,outdoor,imperial,recurve,non-compound,,835,8
New Western,outdoor,imperial,compound,compound,,835,8
Long Western,outdoor,imperial,recurve,non-compound,,857,8
Long Western,outdoor,imperial,compound,compound,,857,8
Western,outdoor,imperial,recurve,non-compound,,864,8
Western,outdoor,imperial,compound,compound,,864,8
Western 50,outdoor,imperial,recurve,non-compound,,864,8
Western 50,outdoor,imperial,compound,compound,,864,8
Western 40,outdoor,imperial,recurve,non-compound,,864,8
Western 40,outdoor,imperial,compound,compound,,864,8
Western 30,outdoor,imperial,recurve,non-compound,,864,8
Western 30,outdoor,imperial,compound,compound,,864,8
American,outdoor,imperial,recurve,non-compound,,810,8
American,outdoor,imperial,compound,compound,,810,8
St Nicholas,outdoor,imperial,recurve,non-compound,,756,8
St Nicholas,outdoor,imperial,compound,compound,,756,8
New National,outdoor,imperial,recurve,non-compound,,622,8
New National,outdoor,imperial,compound,compound,,622,8
Long National,outdoor,imperial,recurve,non-compound,,641,8
Long National,outdoor,imperial,compound,compound,,641,8
National,outdoor,imperial,recurve,non-compound,,648,8
National,outdoor,imperial,compound,compound,,648,8
National 50,outdoor,imperial,recurve,non-compound,,648,8
National 50,outdoor,imperial,compound,compound,,648,8
National 40,outdoor,imperial,recurve,non-compound,,648,8
National 40,outdoor,imperial,compound,compound,,648,8
National 30,outdoor,imperial,recurve,non-compound,,648,8
National 30,outdoor,imperial,compound,compound,,648,8
New Warwick,outdoor,imperial,recurve,non-compound,,418,8
New Warwick,outdoor,imperial,compound,compound,,418,8
Long Warwick,outdoor,imperial,recurve,non-compound,,429,8
Long Warwick,outdoor,imperial,compound,compound,,429,8
Warwick,outdoor,imperial,recurve,non-compound,,432,8
Warwick,outdoor,imperial,compound,compound,,432,8
Warwick 50,outdoor,imperial,recurve,non-compound,,432,8
Warwick 50,outdoor,imperial,compound,compound,,432,8
Warwick 40,outdoor,imperial,recurve,non-compound,,432,8
Warwick 40,outdoor,imperial,compound,compound,,432,8
York,outdoor,imperial,recurve,non-compound,,1250,9
York,outdoor,imperial,compound,compound,,1250,9
Hereford / Bristol I,outdoor,imperial,recurve,non-compound,,1283,9
Hereford / Bristol I,outdoor,imperial,compound,compound,,1283,9
Bristol II,outdoor,imperial,recurve,non-compound,,1295,9
Bristol II,outdoor,imperial,compound,compound,,1295,9
Bristol III,outdoor,imperial,recurve,non-compound,,1296,9
Bristol III,outdoor,imperial,compound,compound,,1296,9
Bristol IV,outdoor,imperial,recurve,non-compound,,1296,9
Bristol IV,outdoor,imperial,compound,compound,,1296,9
Bristol V,outdoor,imperial,recurve,non-compound,,1296,9
Bristol V,outdoor,imperial,compound,compound,,1296,9
St George,outdoor,imperial,recurve,non-compound,,947,9
St George,outdoor,imperial,compound,compound,,947,9
Albion,outdoor,imperial,recurve,non-compound,,966,9
Albion,outdoor,imperial,compound,compound,,966,9
Windsor,outdoor,imperial,recurve,non-compound,,972,9
Windsor,outdoor,imperial,compound,compound,,972,9
Windsor 50,outdoor,imperial,recurve,non-compound,,972,9
Windsor 50,outdoor,imperial,compound,compound,,972,9
Windsor 40,outdoor,imperial,recurve,non-compound,,972,9
Windsor 40,outdoor,imperial,compound,compound,,972,9
Windsor 30,outdoor,imperial,recurve,non-compound,,972,9
Windsor 30,outdoor,imperial,compound,compound,,972,9
New Western,outdoor,imperial,recurve,non-compound,,831,9
New Western,outdoor,imperial,compound,compound,,831,9
Long Western,outdoor,imperial,recurve,non-compound,,855,9
Long Western,outdoor,imperial,compound,compound,,855,9
Western,outdoor,imperial,recurve,non-compound,,864,9
Western,outdoor,imperial,compound,compound,,864,9
Western 50,outdoor,imperial,recurve,non-compound,,864,9
Western 50,outdoor,imperial,compound,compound,,864,9
Western 40,outdoor,imperial,recurve,non-compound,,864,9
Western 40,outdoor,imperial,compound,compound,,864,9
Western 30,outdoor,imperial,recurve,non-compound,,864,9
Western 30,outdoor,imperial,compound,compound,,864,9
American,outdoor,imperial,recurve,non-compound,,810,9
American,outdoor,imperial,compound,compound,,810,9
St Nicholas,outdoor,imperial,recurve,non-compound,,756,9
St Nicholas,outdoor,imperial,compound,compound,,756,9
New National,outdoor,imperial,recurve,non-compound,,619,9
New National,outdoor,imperial,compound,compound,,619,9
Long National,outdoor,imperial,recurve,non-compound,,640,9
Long National,outdoor,imperial,compound,compound,,640,9
National,outdoor,imperial,recurve,non-compound,,648,9
National,outdoor,imperial,compound,compound,,648,9
National 50,outdoor,imperial,recurve,non-compound,,648,9
National 50,outdoor,imperial,compound,compound,,648,9
National 40,outdoor,imperial,recurve,non-compound,,648,9
National 40,outdoor,imperial,compound,compound,,648,9
National 30,outdoor,imperial,recurve,non-compound,,648,9
National 30,outdoor,imperial,compound,compound,,648,9
New Warwick,outdoor,imperial,recurve,non-compound,,416,9
New Warwick,outdoor,imperial,compound,compound,,416,9
Long Warwick,outdoor,imperial,recurve,non-compound,,428,9
Long Warwick,outdoor,imperial,compound,compound,,428,9
Warwick,outdoor,imperial,recurve,non-compound,,432,9
Warwick,outdoor,imperial,compound,compound,,432,9
Warwick 50,outdoor,imperial,recurve,non-compound,,432,9
Warwick 50,outdoor,imperial,compound,compound,,432,9
Warwick 40,outdoor,imperial,recurve,non-compound,,432,9
Warwick 40,outdoor,imperial,compound,compound,,432,9
York,outdoor,imperial,recurve,non-compound,,1245,10
York,outdoor,imperial,compound,compound,,1245,10
Hereford / Bristol I,outdoor,imperial,recurve,non-compound,,1281,10
Hereford / Bristol I,outdoor,imperial,compound,compound,,1281,10
Bristol II,outdoor,imperial,recurve,non-compound,,1295,10
Bristol II,outdoor,imperial,compound,compound,,1295,10
Bristol III,outdoor,imperial,recurve,non-compound,,1296,10
Bristol III,outdoor,imperial,compound,compound,,1296,10
Bristol IV,outdoor,imperial,recurve,non-compound,,1296,10
Bristol IV,outdoor,imperial,compound,compound,,1296,10
Bristol V,outdoor,imperial,recurve,non-compound,,1296,10
Bristol V,outdoor,imperial,compound,compound,,1296,10
St George,outdoor,imperial,recurve,non-compound,,944,10
St George,outdoor,imperial,compound,compound,,944,10
Albion,outdoor,imperial,recurve,non-compound,,964,10
Albion,outdoor,imperial,compound,compound,,964,10
Windsor,outdoor,imperial,recurve,non-compound,,972,10
Windsor,outdoor,imperial,compound,compound,,972,10
Windsor 50,outdoor,imperial,recurve,non-compound,,972,10
Windsor 50,outdoor,imperial,compound,compound,,972,10
Windsor 40,outdoor,imperial,recurve,non-compound,,972,10
Windsor 40,outdoor,imperial,compound,compound,,972,10
Windsor 30,outdoor,imperial,recurve,non-compound,,972,10
Windsor 30,outdoor,imperial,compound,compound,,972,10
New Western,outdoor,imperial,recurve,non-compound,,827,10
New Western,outdoor,imperial,compound,compound,,827,10
Long Western,outdoor,imperial,recurve,non-compound,,854,10
Long Western,outdoor,imperial,compound,compound,,854,10
Western,outdoor,imperial,recurve,non-compound,,863,10
Western,outdoor,imperial,compound,compound,,863,10
Western 50,outdoor,imperial,recurve,non-compound,,864,10
Western 50,outdoor,imperial,compound,compound,,864,10
Western 40,outdoor,imperial,recurve,non-compound,,864,10
Western 40,outdoor,imperial,compound,compound,,864,10
Western 30,outdoor,imperial,recurve,non-compound,,864,10
Western 30,outdoor,imperial,compound,compound,,864,10
American,outdoor,imperial,recurve,non-compound,,810,10
American,outdoor,imperial,compound,compound,,810,10
St Nicholas,outdoor,imperial,recurve,non-compound,,756,10
St Nicholas,outdoor,imperial,compound,compound,,756,10
New National,outdoor,imperial,recurve,non-compound,,616,10
New National,outdoor,imperial,compound,compound,,616,10
Long National,outdoor,imperial,recurve,non-compound,,638,10
Long National,outdoor,imperial,compound,compound,,638,10
National,outdoor,imperial,recurve,non-compound,,648,10
National,outdoor,imperial,compound,compound,,648,10
National 50,outdoor,imperial,recurve,non-compound,,648,10
National 50,outdoor,imperial,compound,compound,,648,10
National 40,outdoor,imperial,recurve,non-compound,,648,10
National 40,outdoor,imperial,compound,compound,,648,10
National 30,outdoor,imperial,recurve,non-compound,,648,10
National 30,outdoor,imperial,compound,compound,,648,10
New Warwick,outdoor,imperial,recurve,non-compound,,414,10
New Warwick,outdoor,imperial,compound,compound,,414,10
Long Warwick,outdoor,imperial,recurve,non-compound,,427,10
Long Warwick,outdoor,imperial,compound,compound,,427,10
Warwick,outdoor,imperial,recurve,non-compound,,432,10
Warwick,outdoor,imperial,compound,compound,,432,10
Warwick 50,outdoor,imperial,recurve,non-compound,,432,10
Warwick 50,outdoor,imperial,compound,compound,,432,10
Warwick 40,outdoor,imperial,recurve,non-compound,,432,10
Warwick 40,outdoor,imperial,compound,compound,,432,10
York,outdoor,imperial,recurve,non-compound,,1239,11
York,outdoor,imperial,compound,compound,,1239,11
Hereford / Bristol I,outdoor,imperial,recurve,non-compound,,1278,11
Hereford / Bristol I,outdoor,imperial,compound,compound,,1278,11
Bristol II,outdoor,imperial,recurve,non-compound,,1294,11
Bristol II,outdoor,imperial,compound,compound,,1294,11
Bristol III,outdoor,imperial,recurve,non-compound,,1296,11
Bristol III,outdoor,imperial,compound,compound,,1296,11
Bristol IV,outdoor,imperial,recurve,non-compound,,1296,11
Bristol IV,outdoor,imperial,compound,compound,,1296,11
Bristol V,outdoor,imperial,recurve,non-compound,,1296,11
Bristol V,outdoor,imperial,compound,compound,,1296,11
St George,outdoor,imperial,recurve,non-compound,,940,11
St George,outdoor,imperial,compound,compound,,940,11
Albion,outdoor,imperial,recurve,non-compound,,963,11
Albion,outdoor,imperial,compound,compound,,963,11
Windsor,outdoor,imperial,recurve,non-compound,,971,11
Windsor,outdoor,imperial,compound,compound,,971,11
Windsor 50,outdoor,imperial,recurve,non-compound,,972,11
Windsor 50,outdoor,imperial,compound,compound,,972,11
Windsor 40,outdoor,imperial,recurve,non-compound,,972,11
Windsor 40,outdoor,imperial,compound,compound,,972,11
Windsor 30,outdoor,imperial,recurve,non-compound,,972,11
Windsor 30,outdoor,imperial,compound,compound,,972,11
New Western,outdoor,imperial,recurve,non-compound,,823,11
New Western,outdoor,imperial,compound,compound,,823,11
Long Western,outdoor,imperial,recurve,non-compound,,852,11
Long Western,outdoor,imperial,compound,compound,,852,11
Western,outdoor,imperial,recurve,non-compound,,863,11
Western,outdoor,imperial,compound,compound,,863,11
Western 50,outdoor,imperial,recurve,non-compound,,864,11
Western 50,outdoor,imperial,compound,compound,,864,11
Western 40,outdoor,imperial,recurve,non-compound,,864,11
Western 40,outdoor,imperial,compound,compound,,864,11
Western 30,outdoor,imperial,recurve,non-compound,,864,11
Western 30,outdoor,imperial,compound,compound,,864,11
American,outdoor,imperial,recurve,non-compound,,810,11
American,outdoor,imperial,compound,compound,,810,11
St Nicholas,outdoor,imperial,recurve,non-compound,,756,11
St Nicholas,outdoor,imperial,compound,compound,,756,11
New National,outdoor,imperial,recurve,non-compound,,612,11
New National,outdoor,imperial,compound,compound,,612,11
Long National,outdoor,imperial,recurve,non-compound,,636,11
Long National,outdoor,imperial,compound,compound,,636,11
National,outdoor,imperial,recurve,non-compound,,647,11
National,outdoor,imperial,compound,compound,,647,11
National 50,outdoor,imperial,recurve,non-compound,,648,11
National 50,outdoor,imperial,compound,compound,,648,11
National 40,outdoor,imperial,recurve,non-compound,,648,11
National 40,outdoor,imperial,compound,compound,,648,11
National 30,outdoor,imperial,recurve,non-compound,,648,11
National 30,outdoor,imperial,compound,compound,,648,11
New Warwick,outdoor,imperial,recurve,non-compound,,412,11
New Warwick,outdoor,imperial,compound,compound,,412,11
Long Warwick,outdoor,imperial,recurve,non-compound,,426,11
Long Warwick,outdoor,imperial,compound,compound,,426,11
Warwick,outdoor,imperial,recurve,non-compound,,432,11
Warwick,outdoor,imperial,compound,compound,,432,11
Warwick 50,outdoor,imperial,recurve,non-compound,,432,11
Warwick 50,outdoor,imperial,compound,compound,,432,11
Warwick 40,outdoor,imperial,recurve,non-compound,,432,11
Warwick 40,outdoor,imperial,compound,compound,,432,11
York,outdoor,imperial,recurve,non-compound,,1233,12
York,outdoor,imperial,compound,compound,,1233,12
Hereford / Bristol I,outdoor,imperial,recurve,non-compound,,1275,12
Hereford / Bristol I,outdoor,imperial,compound,compound,,1275,12
Bristol II,outdoor,imperial,recurve,non-compound,,1294,12
Bristol II,outdoor,imperial,compound,compound,,1294,12
Bristol III,outdoor,imperial,recurve,non-compound,,1296,12
Bristol III,outdoor,imperial,compound,compound,,1296,12
Bristol IV,outdoor,imperial,recurve,non-compound,,1296,12
Bristol IV,outdoor,imperial,compound,compound,,1296,12
Bristol V,outdoor,imperial,recurve,non-compound,,1296,12
Bristol V,outdoor,imperial,compound,compound,,1296,12
St George,outdoor,imperial,recurve,non-compound,,936,12
St George,outdoor,imperial,compound,compound,,936,12
Albion,outdoor,imperial,recurve,non-compound,,961,12
Albion,outdoor,imperial,compound,compound,,961,12
Windsor,outdoor,imperial,recurve,non-compound,,971,12
Windsor,outdoor,imperial,compound,compound,,971,12
Windsor 50,outdoor,imperial,recurve,non-compound,,972,12
Windsor 50,outdoor,imperial,compound,compound,,972,12
Windsor 40,outdoor,imperial,recurve,non-compound,,972,12
Windsor 40,outdoor,imperial,compound,compound,,972,12
Windsor 30,outdoor,imperial,recurve,non-compound,,972,12
Windsor 30,outdoor,imperial,compound,compound,,972,12
New Western,outdoor,imperial,recurve,non-compound,,818,12
New Western,outdoor,imperial,compound,compound,,818,12
Long Western,outdoor,imperial,recurve,non-compound,,849,12
Long Western,outdoor,imperial,compound,compound,,849,12
Western,outdoor,imperial,recurve,non-compound,,863,12
Western,outdoor,imperial,compound,compound,,863,12
Western 50,outdoor,imperial,recurve,non-compound,,864,12
Western 50,outdoor,imperial,compound,compound,,864,12
Western 40,outdoor,imperial,recurve,non-compound,,864,12
Western 40,outdoor,imperial,compound,compound,,864,12
Western 30,outdoor,imperial,recurve,non-compound,,864,12
Western 30,outdoor,imperial,compound,compound,,864,12
American,outdoor,imperial,recurve,non-compound,,809,12
American,outdoor,imperial,compound,compound,,809,12
St Nicholas,outdoor,imperial,recurve,non-compound,,756,12
St Nicholas,outdoor,imperial,compound,compound,,756,12
New National,outdoor,imperial,recurve,non-compound,,609,12
New National,outdoor,imperial,compound,compound,,609,12
Long National,outdoor,imperial,recurve,non-compound,,634,12
Long National,outdoor,imperial,compound,compound,,634,12
National,outdoor,imperial,recurve,non-compound,,647,12
National,outdoor,imperial,compound,compound,,647,12
National 50,outdoor,imperial,recurve,non-compound,,648,12
National 50,outdoor,imperial,compound,compound,,648,12
National 40,outdoor,imperial,recurve,non-compound,,648,12
National 40,outdoor,imperial,compound,compound,,648,12
National 30,outdoor,imperial,recurve,non-compound,,648,12
National 30,outdoor,imperial,compound,compound,,648,12
New Warwick,outdoor,imperial,recurve,non-compound,,409,12
New Warwick,outdoor,imperial,compound,compound,,409,12
Long Warwick,outdoor,imperial,recurve,non-compound,,425,12
Long Warwick,outdoor,imperial,compound,compound,,425,12
Warwick,outdoor,imperial,recurve,non-compound,,432,12
Warwick,outdoor,imperial,compound,compound,,432,12
Warwick 50,outdoor,imperial,recurve,non-compound,,432,12
Warwick 50,outdoor,imperial,compound,compound,,432,12
Warwick 40,outdoor,imperial,recurve,non-compound,,432,12
Warwick 40,outdoor,imperial,compound,compound,,432,12
York,outdoor,imperial,recurve,non-compound,,1226,13
York,outdoor,imperial,compound,compound,,1226,13
Hereford / Bristol I,outdoor,imperial,recurve,non-compound,,1271,13
Hereford / Bristol I,outdoor,imperial,compound,compound,,1271,13
Bristol II,outdoor,imperial,recurve,non-compound,,1293,13
Bristol II,outdoor,imperial,compound,compound,,1293,13
Bristol III,outdoor,imperial,recurve,non-compound,,1296,13
Bristol III,outdoor,imperial,compound,compound,,1296,13
Bristol IV,outdoor,imperial,recurve,non-compound,,1296,13
Bristol IV,outdoor,imperial,compound,compound,,1296,13
Bristol V,outdoor,imperial,recurve,non-compound,,1296,13
